-0.008355467	0.057188757	0.021287281	-0.43656695	0.33461502	-0.34961584	0.22295569	0.367348	-0.18819217	-0.17072754	-0.026736543	0.19842492	-0.24208826	-0.021116545	0.105438024	0.27399492
0.023169708	0.64861184	0.11619481	-0.20029958	0.32909378	-0.13064307	0.39644328	0.3338371	-0.27402264	-0.72868323	0.13268453	-0.0060516866	0.05144592	-0.08455197	0.41492826	0.67797256
-0.17737341	-0.2480832	-0.09299873	-0.466188	0.23609862	-0.09590761	0.22533278	0.41236368	0.054327864	0.15614685	-0.10907373	0.25264823	-0.29373235	-0.050113093	-0.06286572	-0.038783036
-0.129443	-0.22287206	0.0027502803	-0.44256273	0.18191463	-0.26672262	0.100926206	0.16194746	-0.16789511	0.05690454	0.032572422	0.30155388	-0.20546016	0.08655745	0.029071394	-0.01781419
0.003581108	-0.16690148	0.021503648	-0.26604018	0.24372649	-0.22948323	0.14430158	0.21694505	0.028415274	0.054039326	-0.01677486	0.044986684	-0.14961906	0.054032706	-0.0063945213	-0.08768071
-0.17438152	-0.6130411	-0.36026376	-0.7062388	0.45383325	0.10782727	0.032168236	0.4103558	0.22545469	0.45127895	-0.4351163	0.33966726	-0.614042	-0.19872117	-0.31604367	-0.29601446
-0.025699636	0.24638128	-0.05003686	-0.27437067	0.15581007	-0.1616864	0.09425757	0.2413325	-0.23300332	-0.34808192	0.110384546	0.15661412	-0.04902359	-0.06055276	0.23864113	0.33761263
0.07440169	0.10877929	-0.058046594	-0.2570119	0.22954771	-0.22946136	0.08488917	0.28356442	-0.14533745	-0.12357425	-0.10263442	0.0284034	-0.1276017	-0.06944073	0.013021654	0.21039641
0.0885796	-0.6697508	-0.12590075	-0.6499434	0.54223245	-0.29162732	0.007347982	0.49331	0.44794744	0.60322785	-0.61558497	0.01693968	-0.72267205	-0.15437107	-0.62364376	-0.49852744
0.0070534134	-0.048868764	-0.1190744	-0.31556055	0.1895874	-0.038682085	0.11515808	0.26754066	-0.16505904	-0.1195556	-0.033582482	0.121282116	-0.15738916	-0.10717556	0.019607157	0.18957093
0.5112025	0.28067347	-0.4378853	-0.41218868	0.36020133	0.35590026	-0.35541052	-0.14765643	-0.4231896	-0.5615995	-0.0935338	-0.48519066	-0.2683794	-0.48938283	0.36390364	0.5898492
0.65950465	0.22154805	-0.27681485	-0.45309445	0.711321	-0.2882806	0.069536306	0.43207	0.29485655	0.09069056	-0.50246185	-0.59304875	-0.54092246	-0.5454432	-0.3877379	0.17730404
0.03561062	-0.45842266	0.14607517	-0.26513538	0.11802793	-0.47324842	0.022729892	0.1680269	0.21768644	0.42636538	-0.15407209	-0.015328291	-0.1760878	0.07728785	-0.31379294	-0.3780812
-0.16900739	0.38289282	0.27046034	-0.01236124	0.14097197	-0.2874735	0.42903495	0.37399042	-0.10296836	-0.41026592	0.084362805	0.29859078	0.03318498	0.13753822	0.1412688	0.2935682
-0.37371236	0.54354167	0.4616715	0.4382749	-0.1534228	-0.49595028	0.53142583	0.10431802	-0.16455728	-0.5687267	0.4572783	0.3412538	0.48634616	0.36754107	0.4833329	0.3912869
0.028509704	0.7307129	0.2869667	0.038445506	0.3359575	-0.2670294	0.4945537	0.46914965	0.05444919	-0.67759436	-0.019507755	-0.10448158	0.0926695	0.044194076	0.17107967	0.54872847
-0.09209661	0.45159665	0.4306131	0.23344715	0.23980817	-0.5731023	0.5563178	0.47123432	0.25109762	-0.27178887	0.029086411	0.117727585	0.050138615	0.23097391	-0.019380486	0.20619954
-0.40694577	0.13348576	0.3726889	-0.0046111583	-0.102205046	-0.44783214	0.37929195	0.28384966	-0.066888876	-0.20006959	0.24419546	0.45867464	0.13267097	0.39117444	0.13799149	0.05450002
-0.8467438	-0.7591884	-0.07431857	-0.63547796	-0.6237799	0.1992497	0.0078103524	0.106683224	-0.20466647	0.2996641	0.3465457	0.9408092	-0.026841667	0.4782578	0.12943919	-0.31360233
0.06690983	-0.28145525	-0.17315666	-0.3662302	0.040952217	-0.1096041	-0.30496135	-0.21647733	-0.40294504	0.054120116	0.114839725	0.120317355	-0.092260346	-0.044284973	0.16329746	-0.041919492
0.22142856	-0.28811684	-0.33240375	-0.44018683	0.24895291	0.037011817	-0.22628112	-0.06179371	-0.40026933	0.052081503	0.009249912	-0.07246332	-0.18229207	-0.21586648	0.15865652	0.09525602
-0.07171088	0.01883957	0.028739043	-0.19996051	0.23973732	-0.22507964	0.36498746	0.5403784	0.31636852	0.17057273	-0.34540394	0.003653481	-0.24177064	-0.08637177	-0.3655462	-0.025491372
0.3812382	0.44413248	0.14502758	-0.09056044	0.36676702	-0.23103192	0.39442128	0.30373734	0.27877343	-0.48649013	-0.28524032	-0.32302657	-0.22015622	-0.2567536	-0.24270643	0.38774842
0.022475313	0.26772207	-0.2129069	-0.33245674	0.17118676	0.123474486	0.04404395	0.17011923	-0.12841745	-0.481316	-0.043817822	0.037984017	-0.113896884	-0.17523673	0.14125413	0.42966306
-0.18977639	0.08823694	0.113391146	-0.13571069	0.16473559	-0.12278831	0.33768696	0.30803224	0.097798236	-0.13511254	0.031201303	0.24790123	-0.12998539	0.12546681	0.020824894	0.11149162
